issf_core_id,category,,year,country
271,Ecological,National,2009,Viet Nam
271,Social/Cultural,National,2009,Viet Nam
271,Social/Cultural,National,2009,Viet Nam
271,Governance,National,2009,Viet Nam
271,Governance,National,2009,Viet Nam
271,Governance,National,2009,Viet Nam
271,Governance,National,2009,Viet Nam
271,Governance,National,2009,Viet Nam
271,Governance,National,2009,Viet Nam
271,Governance,National,2009,Viet Nam
322,Ecological,Local,2009,Canada
322,Ecological,Local,2009,Canada
322,Ecological,Local,2009,Canada
322,Ecological,Local,2009,Canada
349,Ecological,National,2009,Brazil
349,Ecological,National,2009,Brazil
349,Ecological,National,2009,Brazil
349,Ecological,National,2009,Brazil
349,Ecological,National,2009,Brazil
349,Social/Cultural,National,2009,Brazil
349,Governance,National,2009,Brazil
349,Governance,National,2009,Brazil
349,Governance,National,2009,Brazil
350,Ecological,National,2009,Brazil
350,Social/Cultural,National,2009,Brazil
350,Governance,National,2009,Brazil
350,Governance,National,2009,Brazil
350,Governance,National,2009,Brazil
350,Governance,National,2009,Brazil
350,Governance,National,2009,Brazil
350,Governance,National,2009,Brazil
353,Economic,National,2009,Mozambique
353,Social/Cultural,National,2009,Mozambique
353,Social/Cultural,National,2009,Mozambique
353,Social/Cultural,National,2009,Mozambique
353,Social/Cultural,National,2009,Mozambique
353,Governance,National,2009,Mozambique
361,Economic,Sub-national,2009,Indonesia
361,Economic,Sub-national,2009,Indonesia
361,Ecological,Sub-national,2009,Indonesia
381,Ecological,Sub-national,2009,Canada
381,Ecological,Sub-national,2009,Canada
381,Ecological,Sub-national,2009,Canada
381,Ecological,Sub-national,2009,Canada
395,Ecological,National,2009,South Africa
395,Ecological,National,2009,South Africa
395,Social/Cultural,National,2009,South Africa
395,Social/Cultural,National,2009,South Africa
395,Social/Cultural,National,2009,South Africa
395,Governance,National,2009,South Africa
395,Governance,National,2009,South Africa
395,Governance,National,2009,South Africa
410,Economic,National,2009,Sierra Leone
410,Social/Cultural,National,2009,Sierra Leone
410,Social/Cultural,National,2009,Sierra Leone
410,Social/Cultural,National,2009,Sierra Leone
410,Social/Cultural,National,2009,Sierra Leone
410,Social/Cultural,National,2009,Sierra Leone
410,Social/Cultural,National,2009,Sierra Leone
410,Governance,National,2009,Sierra Leone
410,Governance,National,2009,Sierra Leone
425,Ecological,Sub-national,2009,Brazil
425,Governance,Sub-national,2009,Brazil
425,Governance,Sub-national,2009,Brazil
464,Ecological,Local,2009,Portugal
464,Ecological,Local,2009,Portugal
464,Ecological,Local,2009,Portugal
485,Economic,Local,2009,United Kingdom
485,Ecological,Local,2009,United Kingdom
485,Social/Cultural,Local,2009,United Kingdom
485,Governance,Local,2009,United Kingdom
485,Governance,Local,2009,United Kingdom
485,Governance,Local,2009,United Kingdom
485,Governance,Local,2009,United Kingdom
485,Governance,Local,2009,United Kingdom
486,Ecological,Local,2009,Spain
486,Ecological,Local,2009,Spain
486,Ecological,Local,2009,Spain
486,Governance,Local,2009,Spain
486,Governance,Local,2009,Spain
486,Governance,Local,2009,Spain
486,Governance,Local,2009,Spain
486,Governance,Local,2009,Spain
487,Economic,Local,2009,Netherlands
487,Economic,Local,2009,Netherlands
487,Economic,Local,2009,Netherlands
487,Ecological,Local,2009,Netherlands
487,Ecological,Local,2009,Netherlands
487,Ecological,Local,2009,Netherlands
487,Social/Cultural,Local,2009,Netherlands
487,Governance,Local,2009,Netherlands
487,Governance,Local,2009,Netherlands
487,Governance,Local,2009,Netherlands
487,Governance,Local,2009,Netherlands
495,Ecological,Sub-national,2009,United Kingdom
495,Ecological,Sub-national,2009,United Kingdom
495,Governance,Sub-national,2009,United Kingdom
495,Governance,Sub-national,2009,United Kingdom
495,Governance,Sub-national,2009,United Kingdom
501,Economic,National,2009,Congo
501,Social/Cultural,National,2009,Congo
501,Social/Cultural,National,2009,Congo
501,Social/Cultural,National,2009,Congo
501,Social/Cultural,National,2009,Congo
501,Social/Cultural,National,2009,Congo
529,Economic,National,2009,South Africa
529,Economic,National,2009,South Africa
529,Governance,National,2009,South Africa
529,Governance,National,2009,South Africa
555,Ecological,National,2009,Colombia
555,Ecological,National,2009,Colombia
555,Social/Cultural,National,2009,Colombia
555,Governance,National,2009,Colombia
555,Governance,National,2009,Colombia
558,Ecological,Local,2009,Venezuela (Bolivarian Republic of)
596,Economic,Sub-national,2009,Thailand
596,Ecological,Sub-national,2009,Thailand
596,Ecological,Sub-national,2009,Thailand
596,Ecological,Sub-national,2009,Thailand
596,Governance,Sub-national,2009,Thailand
612,Economic,Sub-national,2009,South Africa
612,Ecological,Sub-national,2009,South Africa
612,Ecological,Sub-national,2009,South Africa
620,Economic,Sub-national,2009,Thailand
620,Ecological,Sub-national,2009,Thailand
620,Social/Cultural,Sub-national,2009,Thailand
620,Social/Cultural,Sub-national,2009,Thailand
620,Governance,Sub-national,2009,Thailand
620,Governance,Sub-national,2009,Thailand
634,Ecological,Sub-national,2009,Chile
634,Ecological,Sub-national,2009,Chile
634,Social/Cultural,Sub-national,2009,Chile
634,Social/Cultural,Sub-national,2009,Chile
634,Social/Cultural,Sub-national,2009,Chile
634,Social/Cultural,Sub-national,2009,Chile
634,Governance,Sub-national,2009,Chile
634,Governance,Sub-national,2009,Chile
635,Economic,National,2009,Puerto Rico
635,Ecological,National,2009,Puerto Rico
635,Ecological,National,2009,Puerto Rico
635,Social/Cultural,National,2009,Puerto Rico
635,Social/Cultural,National,2009,Puerto Rico
635,Governance,National,2009,Puerto Rico
635,Governance,National,2009,Puerto Rico
642,Ecological,National,2009,Estonia
649,Ecological,Sub-national,2009,Philippines
649,Ecological,Sub-national,2009,Philippines
649,Ecological,Sub-national,2009,Philippines
649,Governance,Sub-national,2009,Philippines
649,Governance,Sub-national,2009,Philippines
685,Ecological,Sub-national,2009,United Republic of Tanzania
685,Ecological,Sub-national,2009,United Republic of Tanzania
701,Ecological,Sub-national,2009,Mexico
701,Ecological,Sub-national,2009,Mexico
705,Economic,National,2009,Fiji
705,Economic,National,2009,Fiji
705,Ecological,National,2009,Fiji
705,Social/Cultural,National,2009,Fiji
705,Social/Cultural,National,2009,Fiji
705,Governance,National,2009,Fiji
705,Governance,National,2009,Fiji
707,Ecological,Local,2009,Brazil
707,Social/Cultural,Local,2009,Brazil
707,Social/Cultural,Local,2009,Brazil
707,Social/Cultural,Local,2009,Brazil
707,Social/Cultural,Local,2009,Brazil
707,Social/Cultural,Local,2009,Brazil
707,Governance,Local,2009,Brazil
707,Governance,Local,2009,Brazil
707,Governance,Local,2009,Brazil
707,Governance,Local,2009,Brazil
707,Governance,Local,2009,Brazil
713,Economic,National,2009,Turkey
713,Social/Cultural,National,2009,Turkey
713,Social/Cultural,National,2009,Turkey
713,Social/Cultural,National,2009,Turkey
714,Ecological,Local,2009,Costa Rica
716,Ecological,Sub-national,2009,Costa Rica
758,Social/Cultural,Local,2009,Madagascar
758,Social/Cultural,Local,2009,Madagascar
758,Social/Cultural,Local,2009,Madagascar
765,Governance,National,2009,Finland
765,Governance,National,2009,Finland
771,Ecological,National,2009,Chile
771,Ecological,National,2009,Chile
771,Ecological,National,2009,Chile
771,Social/Cultural,National,2009,Chile
771,Social/Cultural,National,2009,Chile
771,Social/Cultural,National,2009,Chile
771,Governance,National,2009,Chile
771,Governance,National,2009,Chile
771,Governance,National,2009,Chile
771,Governance,National,2009,Chile
771,Governance,National,2009,Chile
773,Ecological,National,2009,Martinique
773,Ecological,National,2009,Martinique
773,Ecological,National,2009,Martinique
773,Governance,National,2009,Martinique
802,Ecological,National,2009,Ecuador
802,Ecological,National,2009,Ecuador
803,Ecological,National,2009,Italy
822,Governance,National,2009,Turkey
822,Governance,National,2009,Turkey
822,Governance,National,2009,Turkey
846,Ecological,National,2009,South Africa
846,Ecological,National,2009,South Africa
846,Ecological,National,2009,South Africa
846,Social/Cultural,National,2009,South Africa
854,Ecological,Local,2009,France
854,Governance,Local,2009,France
854,Governance,Local,2009,France
877,Economic,Local,2009,South Africa
877,Ecological,Local,2009,South Africa
877,Ecological,Local,2009,South Africa
877,Ecological,Local,2009,South Africa
877,Social/Cultural,Local,2009,South Africa
877,Social/Cultural,Local,2009,South Africa
877,Governance,Local,2009,South Africa
877,Governance,Local,2009,South Africa
885,Economic,Sub-national,2009,South Africa
885,Economic,Sub-national,2009,South Africa
885,Ecological,Sub-national,2009,South Africa
885,Social/Cultural,Sub-national,2009,South Africa
885,Social/Cultural,Sub-national,2009,South Africa
885,Governance,Sub-national,2009,South Africa
885,Governance,Sub-national,2009,South Africa
915,Ecological,Local,2009,Spain
915,Social/Cultural,Local,2009,Spain
915,Governance,Local,2009,Spain
915,Governance,Local,2009,Spain
935,Economic,National,2009,Portugal
935,Economic,National,2009,Portugal
955,Ecological,Local,2009,France
955,Ecological,Local,2009,France
955,Governance,Local,2009,France
960,Economic,Local,2009,Italy
960,Economic,Local,2009,Italy
961,Ecological,Local,2009,Peru
961,Ecological,Local,2009,Peru
961,Governance,Local,2009,Peru
966,Governance,Local,2009,Brazil
966,Governance,Local,2009,Brazil
981,Ecological,Sub-national,2009,Botswana
981,Social/Cultural,Sub-national,2009,Botswana
981,Social/Cultural,Sub-national,2009,Botswana
981,Social/Cultural,Sub-national,2009,Botswana
981,Social/Cultural,Sub-national,2009,Botswana
981,Social/Cultural,Sub-national,2009,Botswana
981,Governance,Sub-national,2009,Botswana
1001,Social/Cultural,National,2009,Cambodia
1001,Social/Cultural,National,2009,Cambodia
1001,Governance,National,2009,Cambodia
1001,Governance,National,2009,Cambodia
1025,Ecological,Sub-national,2009,India
1025,Ecological,Sub-national,2009,India
1028,Economic,Sub-national,2009,India
1028,Economic,Sub-national,2009,India
1028,Ecological,Sub-national,2009,India
1028,Ecological,Sub-national,2009,India
1028,Social/Cultural,Sub-national,2009,India
1028,Social/Cultural,Sub-national,2009,India
1028,Governance,Sub-national,2009,India
1029,Ecological,Sub-national,2009,India
1029,Social/Cultural,Sub-national,2009,India
1029,Social/Cultural,Sub-national,2009,India
1029,Social/Cultural,Sub-national,2009,India
1029,Governance,Sub-national,2009,India
1029,Governance,Sub-national,2009,India
1029,Governance,Sub-national,2009,India
1029,Governance,Sub-national,2009,India
1032,Economic,Sub-national,2009,India
1032,Ecological,Sub-national,2009,India
1032,Ecological,Sub-national,2009,India
1032,Social/Cultural,Sub-national,2009,India
1032,Social/Cultural,Sub-national,2009,India
1032,Social/Cultural,Sub-national,2009,India
1032,Social/Cultural,Sub-national,2009,India
1032,Social/Cultural,Sub-national,2009,India
1034,Social/Cultural,Sub-national,2009,India
1034,Social/Cultural,Sub-national,2009,India
1034,Social/Cultural,Sub-national,2009,India
1034,Governance,Sub-national,2009,India
1034,Governance,Sub-national,2009,India
1034,Governance,Sub-national,2009,India
1044,Economic,Sub-national,2009,India
1044,Social/Cultural,Sub-national,2009,India
1044,Social/Cultural,Sub-national,2009,India
1044,Social/Cultural,Sub-national,2009,India
1044,Social/Cultural,Sub-national,2009,India
1044,Social/Cultural,Sub-national,2009,India
1044,Social/Cultural,Sub-national,2009,India
1048,Social/Cultural,National,2009,Viet Nam
1048,Social/Cultural,National,2009,Viet Nam
1048,Governance,National,2009,Viet Nam
3408,Economic,Local,2009,Nigeria
3408,Economic,Local,2009,Nigeria
3860,Economic,Local,2009,United States of America
3860,Ecological,Local,2009,United States of America
3860,Social/Cultural,Local,2009,United States of America
3860,Governance,Local,2009,United States of America
3860,Governance,Local,2009,United States of America
24,Economic,Sub-national,2010,United States of America
24,Economic,Sub-national,2010,United States of America
24,Social/Cultural,Sub-national,2010,United States of America
24,Social/Cultural,Sub-national,2010,United States of America
24,Social/Cultural,Sub-national,2010,United States of America
24,Social/Cultural,Sub-national,2010,United States of America
24,Social/Cultural,Sub-national,2010,United States of America
24,Social/Cultural,Sub-national,2010,United States of America
31,Ecological,Sub-national,2010,Italy
31,Ecological,Sub-national,2010,Italy
31,Ecological,Sub-national,2010,Italy
31,Social/Cultural,Sub-national,2010,Italy
31,Social/Cultural,Sub-national,2010,Italy
33,Governance,National,2010,United Kingdom
33,Governance,National,2010,United Kingdom
33,Governance,National,2010,United Kingdom
33,Governance,National,2010,United Kingdom
45,Ecological,National,2010,Canada
45,Ecological,National,2010,Canada
45,Governance,National,2010,Canada
83,Social/Cultural,National,2010,New Zealand
83,Social/Cultural,National,2010,New Zealand
83,Social/Cultural,National,2010,New Zealand
83,Governance,National,2010,New Zealand
120,Governance,Sub-national,2010,Canada
120,Governance,Sub-national,2010,Canada
120,Governance,Sub-national,2010,Canada
122,Governance,Sub-national,2010,United States of America
130,Governance,National,2010,Sierra Leone
130,Governance,National,2010,Sierra Leone
130,Governance,National,2010,Sierra Leone
131,Governance,Local,2010,United States of America
132,Ecological,Sub-national,2010,United States of America
132,Social/Cultural,Sub-national,2010,United States of America
132,Social/Cultural,Sub-national,2010,United States of America
132,Social/Cultural,Sub-national,2010,United States of America
132,Governance,Sub-national,2010,United States of America
132,Governance,Sub-national,2010,United States of America
152,Ecological,National,2010,Kenya
160,Economic,Sub-national,2010,Colombia
160,Social/Cultural,Sub-national,2010,Colombia
160,Social/Cultural,Sub-national,2010,Colombia
160,Social/Cultural,Sub-national,2010,Colombia
160,Governance,Sub-national,2010,Colombia
160,Governance,Sub-national,2010,Colombia
161,Economic,Local,2010,United States of America
161,Economic,Local,2010,United States of America
161,Economic,Local,2010,United States of America
161,Economic,Local,2010,United States of America
161,Social/Cultural,Local,2010,United States of America
197,Economic,Sub-national,2010,Peru
197,Ecological,Sub-national,2010,Peru
197,Ecological,Sub-national,2010,Peru
197,Social/Cultural,Sub-national,2010,Peru
197,Governance,Sub-national,2010,Peru
197,Governance,Sub-national,2010,Peru
198,Economic,National,2010,Peru
198,Economic,National,2010,Peru
198,Ecological,National,2010,Peru
198,Governance,National,2010,Peru
227,Ecological,Sub-national,2010,United States of America
227,Ecological,Sub-national,2010,United States of America
229,Economic,Local,2010,United States of America
229,Economic,Local,2010,United States of America
229,Governance,Local,2010,United States of America
229,Governance,Local,2010,United States of America
236,Ecological,Sub-national,2010,South Africa
236,Ecological,Sub-national,2010,South Africa
236,Ecological,Sub-national,2010,South Africa
236,Governance,Sub-national,2010,South Africa
236,Governance,Sub-national,2010,South Africa
273,Economic,Sub-national,2010,Colombia
273,Social/Cultural,Sub-national,2010,Colombia
273,Social/Cultural,Sub-national,2010,Colombia
273,Governance,Sub-national,2010,Colombia
273,Governance,Sub-national,2010,Colombia
273,Governance,Sub-national,2010,Colombia
273,Governance,Sub-national,2010,Colombia
292,Social/Cultural,Local,2010,Viet Nam
292,Governance,Local,2010,Viet Nam
292,Governance,Local,2010,Viet Nam
306,Ecological,Sub-national,2010,Canada
306,Social/Cultural,Sub-national,2010,Canada
306,Social/Cultural,Sub-national,2010,Canada
306,Governance,Sub-national,2010,Canada
306,Governance,Sub-national,2010,Canada
306,Governance,Sub-national,2010,Canada
310,Economic,Sub-national,2010,United States of America
310,Economic,Sub-national,2010,United States of America
310,Social/Cultural,Sub-national,2010,United States of America
310,Social/Cultural,Sub-national,2010,United States of America
310,Social/Cultural,Sub-national,2010,United States of America
325,Ecological,Sub-national,2010,Colombia
325,Ecological,Sub-national,2010,Colombia
325,Ecological,Sub-national,2010,Colombia
367,Governance,Sub-national,2010,Canada
367,Governance,Sub-national,2010,Canada
423,Economic,Sub-national,2010,Italy
423,Economic,Sub-national,2010,Italy
423,Economic,Sub-national,2010,Italy
423,Ecological,Sub-national,2010,Italy
423,Governance,Sub-national,2010,Italy
423,Governance,Sub-national,2010,Italy
423,Governance,Sub-national,2010,Italy
493,Economic,National,2010,Chile
493,Social/Cultural,National,2010,Chile
493,Social/Cultural,National,2010,Chile
493,Governance,National,2010,Chile
493,Governance,National,2010,Chile
493,Governance,National,2010,Chile
493,Governance,National,2010,Chile
531,Ecological,National,2010,United Republic of Tanzania
531,Ecological,National,2010,United Republic of Tanzania
531,Social/Cultural,National,2010,United Republic of Tanzania
531,Social/Cultural,National,2010,United Republic of Tanzania
531,Governance,National,2010,United Republic of Tanzania
531,Governance,National,2010,United Republic of Tanzania
538,Economic,Local,2010,Chile
538,Economic,Local,2010,Chile
538,Ecological,Local,2010,Chile
538,Ecological,Local,2010,Chile
538,Ecological,Local,2010,Chile
538,Social/Cultural,Local,2010,Chile
538,Social/Cultural,Local,2010,Chile
538,Governance,Local,2010,Chile
538,Governance,Local,2010,Chile
538,Governance,Local,2010,Chile
538,Governance,Local,2010,Chile
538,Governance,Local,2010,Chile
546,Ecological,National,2010,Martinique
546,Ecological,National,2010,Martinique
567,Ecological,National,2010,United Republic of Tanzania
567,Ecological,National,2010,United Republic of Tanzania
567,Social/Cultural,National,2010,United Republic of Tanzania
567,Social/Cultural,National,2010,United Republic of Tanzania
567,Governance,National,2010,United Republic of Tanzania
567,Governance,National,2010,United Republic of Tanzania
567,Governance,National,2010,United Republic of Tanzania
567,Governance,National,2010,United Republic of Tanzania
589,Ecological,Sub-national,2010,Colombia
589,Ecological,Sub-national,2010,Colombia
589,Ecological,Sub-national,2010,Colombia
589,Governance,Sub-national,2010,Colombia
591,Ecological,National,2010,Puerto Rico
591,Ecological,National,2010,Puerto Rico
591,Governance,National,2010,Puerto Rico
595,Economic,Sub-national,2010,Thailand
595,Ecological,Sub-national,2010,Thailand
595,Governance,Sub-national,2010,Thailand
595,Governance,Sub-national,2010,Thailand
632,Ecological,Local,2010,Estonia
632,Ecological,Local,2010,Estonia
632,Ecological,Local,2010,Estonia
639,Governance,National,2010,Philippines
639,Governance,National,2010,Philippines
639,Governance,National,2010,Philippines
639,Governance,National,2010,Philippines
639,Governance,National,2010,Philippines
704,Ecological,National,2010,Malaysia
704,Ecological,National,2010,Malaysia
704,Governance,National,2010,Malaysia
722,Ecological,Local,2010,Venezuela (Bolivarian Republic of)
725,Ecological,Sub-national,2010,Fiji
725,Ecological,Sub-national,2010,Fiji
725,Social/Cultural,Sub-national,2010,Fiji
725,Governance,Sub-national,2010,Fiji
725,Governance,Sub-national,2010,Fiji
754,Economic,Sub-national,2010,Iceland
754,Social/Cultural,Sub-national,2010,Iceland
754,Social/Cultural,Sub-national,2010,Iceland
754,Social/Cultural,Sub-national,2010,Iceland
757,Ecological,Local,2010,Mexico
757,Social/Cultural,Local,2010,Mexico
757,Social/Cultural,Local,2010,Mexico
757,Governance,Local,2010,Mexico
757,Governance,Local,2010,Mexico
757,Governance,Local,2010,Mexico
757,Governance,Local,2010,Mexico
757,Governance,Local,2010,Mexico
757,Governance,Local,2010,Mexico
759,Economic,Sub-national,2010,Malawi
759,Social/Cultural,Sub-national,2010,Malawi
759,Social/Cultural,Sub-national,2010,Malawi
789,Ecological,Local,2010,Norway
789,Ecological,Local,2010,Norway
789,Governance,Local,2010,Norway
789,Governance,Local,2010,Norway
790,Social/Cultural,National,2010,Norway
790,Governance,National,2010,Norway
790,Governance,National,2010,Norway
794,Ecological,Local,2010,Peru
815,Governance,Local,2010,Italy
815,Governance,Local,2010,Italy
815,Governance,Local,2010,Italy
857,Economic,National,2010,Faroe Islands
857,Social/Cultural,National,2010,Faroe Islands
875,Ecological,Sub-national,2010,Croatia
875,Social/Cultural,Sub-national,2010,Croatia
875,Social/Cultural,Sub-national,2010,Croatia
890,Economic,Sub-national,2010,South Africa
890,Social/Cultural,Sub-national,2010,South Africa
890,Governance,Sub-national,2010,South Africa
890,Governance,Sub-national,2010,South Africa
942,Social/Cultural,Sub-national,2010,United Kingdom
942,Social/Cultural,Sub-national,2010,United Kingdom
942,Social/Cultural,Sub-national,2010,United Kingdom
942,Social/Cultural,Sub-national,2010,United Kingdom
952,Ecological,National,2010,Sri Lanka
959,Ecological,Sub-national,2010,Mexico
959,Governance,Sub-national,2010,Mexico
959,Governance,Sub-national,2010,Mexico
964,Ecological,National,2010,Peru
964,Ecological,National,2010,Peru
964,Ecological,National,2010,Peru
964,Governance,National,2010,Peru
964,Governance,National,2010,Peru
1000,Economic,Local,2010,Viet Nam
1000,Governance,Local,2010,Viet Nam
1000,Governance,Local,2010,Viet Nam
1000,Governance,Local,2010,Viet Nam
1004,Governance,National,2010,Malaysia
1004,Governance,National,2010,Malaysia
1004,Governance,National,2010,Malaysia
1005,Economic,National,2010,"Taiwan, Province of China"
1005,Governance,National,2010,"Taiwan, Province of China"
1005,Governance,National,2010,"Taiwan, Province of China"
1762,Economic,Local,2010,Brazil
3242,Ecological,Local,2010,Brazil
3242,Ecological,Local,2010,Brazil
3242,Ecological,Local,2010,Brazil
3242,Social/Cultural,Local,2010,Brazil
3242,Social/Cultural,Local,2010,Brazil
3242,Governance,Local,2010,Brazil
3795,Ecological,National,2010,Spain
3795,Ecological,National,2010,Spain
3795,Ecological,National,2010,Spain
3795,Ecological,National,2010,Spain
3795,Ecological,National,2010,Spain
3795,Social/Cultural,National,2010,Spain
3795,Social/Cultural,National,2010,Spain
3795,Social/Cultural,National,2010,Spain
3795,Governance,National,2010,Spain
3795,Governance,National,2010,Spain
3843,Economic,Local,2010,Brazil
3843,Economic,Local,2010,Brazil
3843,Ecological,Local,2010,Brazil
3843,Ecological,Local,2010,Brazil
3843,Social/Cultural,Local,2010,Brazil
3843,Social/Cultural,Local,2010,Brazil
3843,Governance,Local,2010,Brazil
7,Economic,Sub-national,2011,United States of America
7,Economic,Sub-national,2011,United States of America
7,Economic,Sub-national,2011,United States of America
7,Economic,Sub-national,2011,United States of America
7,Ecological,Sub-national,2011,United States of America
7,Ecological,Sub-national,2011,United States of America
7,Social/Cultural,Sub-national,2011,United States of America
7,Governance,Sub-national,2011,United States of America
7,Governance,Sub-national,2011,United States of America
7,Governance,Sub-national,2011,United States of America
44,Economic,Local,2011,Canada
44,Economic,Local,2011,Canada
44,Economic,Local,2011,Canada
44,Ecological,Local,2011,Canada
44,Ecological,Local,2011,Canada
44,Social/Cultural,Local,2011,Canada
44,Social/Cultural,Local,2011,Canada
44,Social/Cultural,Local,2011,Canada
44,Social/Cultural,Local,2011,Canada
44,Social/Cultural,Local,2011,Canada
44,Governance,Local,2011,Canada
44,Governance,Local,2011,Canada
44,Governance,Local,2011,Canada
44,Governance,Local,2011,Canada
44,Governance,Local,2011,Canada
48,Economic,Sub-national,2011,United States of America
48,Economic,Sub-national,2011,United States of America
48,Economic,Sub-national,2011,United States of America
48,Social/Cultural,Sub-national,2011,United States of America
48,Social/Cultural,Sub-national,2011,United States of America
48,Social/Cultural,Sub-national,2011,United States of America
48,Social/Cultural,Sub-national,2011,United States of America
48,Governance,Sub-national,2011,United States of America
48,Governance,Sub-national,2011,United States of America
48,Governance,Sub-national,2011,United States of America
48,Governance,Sub-national,2011,United States of America
64,Economic,Sub-national,2011,United States of America
64,Economic,Sub-national,2011,United States of America
64,Ecological,Sub-national,2011,United States of America
64,Governance,Sub-national,2011,United States of America
64,Governance,Sub-national,2011,United States of America
64,Governance,Sub-national,2011,United States of America
64,Governance,Sub-national,2011,United States of America
64,Governance,Sub-national,2011,United States of America
104,Ecological,Sub-national,2011,United States of America
104,Governance,Sub-national,2011,United States of America
124,Ecological,Sub-national,2011,United States of America
124,Social/Cultural,Sub-national,2011,United States of America
124,Social/Cultural,Sub-national,2011,United States of America
124,Governance,Sub-national,2011,United States of America
124,Governance,Sub-national,2011,United States of America
125,Social/Cultural,Local,2011,United States of America
125,Social/Cultural,Local,2011,United States of America
125,Governance,Local,2011,United States of America
153,Ecological,National,2011,Kenya
153,Ecological,National,2011,Kenya
153,Ecological,National,2011,Kenya
153,Ecological,National,2011,Kenya
153,Ecological,National,2011,Kenya
153,Social/Cultural,National,2011,Kenya
153,Governance,National,2011,Kenya
153,Governance,National,2011,Kenya
166,Ecological,Local,2011,Colombia
245,Ecological,Local,2011,United States of America
245,Ecological,Local,2011,United States of America
247,Ecological,Local,2011,Brazil
247,Ecological,Local,2011,Brazil
247,Governance,Local,2011,Brazil
250,Governance,National,2011,Trinidad and Tobago
250,Governance,National,2011,Trinidad and Tobago
250,Governance,National,2011,Trinidad and Tobago
250,Governance,National,2011,Trinidad and Tobago
253,Ecological,Sub-national,2011,Canada
253,Social/Cultural,Sub-national,2011,Canada
253,Governance,Sub-national,2011,Canada
253,Governance,Sub-national,2011,Canada
260,Economic,National,2011,South Africa
260,Social/Cultural,National,2011,South Africa
260,Social/Cultural,National,2011,South Africa
260,Social/Cultural,National,2011,South Africa
260,Governance,National,2011,South Africa
260,Governance,National,2011,South Africa
299,Ecological,Local,2011,Cambodia
299,Ecological,Local,2011,Cambodia
302,Ecological,National,2011,United States of America
302,Ecological,National,2011,United States of America
302,Governance,National,2011,United States of America
302,Governance,National,2011,United States of America
324,Ecological,Local,2011,U.S. Minor Islands
324,Ecological,Local,2011,U.S. Minor Islands
337,Economic,Local,2011,Brazil
337,Ecological,Local,2011,Brazil
337,Ecological,Local,2011,Brazil
337,Social/Cultural,Local,2011,Brazil
337,Social/Cultural,Local,2011,Brazil
337,Social/Cultural,Local,2011,Brazil
337,Governance,Local,2011,Brazil
337,Governance,Local,2011,Brazil
337,Governance,Local,2011,Brazil
337,Governance,Local,2011,Brazil
337,Governance,Local,2011,Brazil
337,Governance,Local,2011,Brazil
338,Economic,Local,2011,Mexico
338,Ecological,Local,2011,Mexico
338,Ecological,Local,2011,Mexico
338,Ecological,Local,2011,Mexico
338,Governance,Local,2011,Mexico
406,Social/Cultural,National,2011,Cameroon
406,Social/Cultural,National,2011,Cameroon
406,Social/Cultural,National,2011,Cameroon
421,Ecological,Local,2011,Croatia
421,Ecological,Local,2011,Croatia
421,Governance,Local,2011,Croatia
421,Governance,Local,2011,Croatia
424,Economic,National,2011,Mexico
424,Ecological,National,2011,Mexico
424,Social/Cultural,National,2011,Mexico
424,Governance,National,2011,Mexico
424,Governance,National,2011,Mexico
424,Governance,National,2011,Mexico
424,Governance,National,2011,Mexico
447,Economic,National,2011,South Africa
447,Economic,National,2011,South Africa
447,Economic,National,2011,South Africa
447,Economic,National,2011,South Africa
447,Ecological,National,2011,South Africa
447,Ecological,National,2011,South Africa
447,Governance,National,2011,South Africa
447,Governance,National,2011,South Africa
449,Economic,Local,2011,Spain
449,Economic,Local,2011,Spain
449,Economic,Local,2011,Spain
449,Governance,Local,2011,Spain
449,Governance,Local,2011,Spain
458,Governance,National,2011,Mexico
458,Governance,National,2011,Mexico
458,Governance,National,2011,Mexico
460,Ecological,Sub-national,2011,Mexico
460,Ecological,Sub-national,2011,Mexico
460,Ecological,Sub-national,2011,Mexico
460,Governance,Sub-national,2011,Mexico
466,Ecological,Sub-national,2011,Canada
499,Social/Cultural,Local,2011,Nicaragua
499,Social/Cultural,Local,2011,Nicaragua
499,Social/Cultural,Local,2011,Nicaragua
499,Social/Cultural,Local,2011,Nicaragua
499,Social/Cultural,Local,2011,Nicaragua
499,Governance,Local,2011,Nicaragua
499,Governance,Local,2011,Nicaragua
499,Governance,Local,2011,Nicaragua
499,Governance,Local,2011,Nicaragua
499,Governance,Local,2011,Nicaragua
499,Governance,Local,2011,Nicaragua
499,Governance,Local,2011,Nicaragua
500,Economic,Local,2011,Guatemala
500,Economic,Local,2011,Guatemala
500,Ecological,Local,2011,Guatemala
500,Ecological,Local,2011,Guatemala
500,Social/Cultural,Local,2011,Guatemala
500,Social/Cultural,Local,2011,Guatemala
500,Social/Cultural,Local,2011,Guatemala
500,Social/Cultural,Local,2011,Guatemala
500,Social/Cultural,Local,2011,Guatemala
500,Social/Cultural,Local,2011,Guatemala
500,Governance,Local,2011,Guatemala
500,Governance,Local,2011,Guatemala
500,Governance,Local,2011,Guatemala
500,Governance,Local,2011,Guatemala
500,Governance,Local,2011,Guatemala
500,Governance,Local,2011,Guatemala
511,Economic,Sub-national,2011,Kenya
511,Economic,Sub-national,2011,Kenya
511,Ecological,Sub-national,2011,Kenya
511,Ecological,Sub-national,2011,Kenya
